,FlickrId,UserId,URL,DatePosted,DateTaken,DateCrawl
0,37452170716,143012821@N05,https://farm5.staticflickr.com/4483/37452170716_371931baa1_b.jpg,1507148136,1507148136,1507149502
1,23647874758,153572873@N04,https://farm5.staticflickr.com/4476/23647874758_01d1da1684_b.jpg,1507148898,1507148898,1507149507
2,36831214503,63018044@N02,https://farm5.staticflickr.com/4465/36831214503_cc33716758_b.jpg,1507149246,1507149246,1507149510
3,37469145482,37368250@N06,https://farm5.staticflickr.com/4499/37469145482_2bf309c3cc_b.jpg,1507148672,1507148672,1507149526
4,36790346604,159711713@N02,https://farm5.staticflickr.com/4446/36790346604_fa09b4fc3b_b.jpg,1507149094,1507149094,1507149531
5,36790374134,12205365@N05,https://farm5.staticflickr.com/4499/36790374134_741f1ed9da_b.jpg,1507149204,1507149204,1507149535
6,37469010752,146008591@N05,https://farm5.staticflickr.com/4424/37469010752_394b67a9ce_b.jpg,1507148153,1507148153,1507149540
7,37469298652,135195226@N06,https://farm5.staticflickr.com/4498/37469298652_98ffdc74ef_b.jpg,1507149269,1507149269,1507149542
8,37452533136,154310511@N02,https://farm5.staticflickr.com/4362/37452533136_5299cdef8f_b.jpg,1507149420,1507149420,1507149546
9,37452394816,105617363@N07,https://farm5.staticflickr.com/4450/37452394816_e61a81dd03_b.jpg,1507148869,1507148869,1507149567
10,36831176313,95794418@N08,https://farm5.staticflickr.com/4477/36831176313_ff95c30c12_b.jpg,1507149089,1507149089,1507149571
11,36790434384,141547580@N04,https://farm5.staticflickr.com/4457/36790434384_70a3b22cf6_b.jpg,1507149392,1507149392,1507149579
12,37241864960,63376625@N00,https://farm5.staticflickr.com/4513/37241864960_b9c352b0f8_b.jpg,1507147788,1507147788,1507149582
13,36790424904,142426414@N06,https://farm5.staticflickr.com/4466/36790424904_884986155b_b.jpg,1507149340,1507149340,1507149584
14,23647621568,126441299@N02,https://farm5.staticflickr.com/4470/23647621568_1f757f9ebc_b.jpg,1507147886,1507147886,1507149600
15,36831257253,131127098@N02,https://farm5.staticflickr.com/4474/36831257253_d5c05cded6_b.jpg,1507149364,1507149364,1507149602
16,37500059621,149550462@N02,https://farm5.staticflickr.com/4479/37500059621_7d9b34b24b_b.jpg,1507148073,1507148073,1507149610
17,23647966448,79781814@N00,https://farm5.staticflickr.com/4466/23647966448_caf1d7d274_b.jpg,1507149332,1507149332,1507149612
18,37452418076,137290087@N04,https://farm5.staticflickr.com/4501/37452418076_aa60dc576e_b.jpg,1507148936,1507148936,1507149634
19,37469262292,159195245@N05,https://farm5.staticflickr.com/4506/37469262292_b9123a19e5_b.jpg,1507149169,1507149169,1507149640
20,37242147370,158794824@N02,https://farm5.staticflickr.com/4509/37242147370_dbe7f9837f_b.jpg,1507148797,1507148797,1507149643
21,37500355311,53024700@N08,https://farm5.staticflickr.com/4404/37500355311_3d24f4cf64_b.jpg,1507149309,1507149309,1507149646
22,36790206164,139886791@N02,https://farm5.staticflickr.com/4481/36790206164_5146b721dc_b.jpg,1507148574,1507148574,1507149649
23,36790167444,153409162@N02,https://farm5.staticflickr.com/4509/36790167444_437062d529_b.jpg,1507148421,1507148421,1507149653
24,36831290903,44275126@N08,https://farm5.staticflickr.com/4495/36831290903_eea67e10ec_b.jpg,1507149456,1507149456,1507149656
25,23648002048,157648469@N08,https://farm5.staticflickr.com/4444/23648002048_d20fd0abf5_b.jpg,1507149425,1507149425,1507149658
26,37452278726,128428632@N08,https://farm5.staticflickr.com/4446/37452278726_9e3b80ae0b_b.jpg,1507148532,1507148532,1507149679
27,37500126181,151888339@N04,https://farm5.staticflickr.com/4452/37500126181_cf8e12823f_b.jpg,1507148288,1507148288,1507149683
28,23647729658,31174499@N00,https://farm5.staticflickr.com/4461/23647729658_8c88729268_b.jpg,1507148336,1507148336,1507149686
29,36831281643,143748898@N02,https://farm5.staticflickr.com/4509/36831281643_de14c60834_b.jpg,1507149425,1507149425,1507149688
30,36790160714,11271224@N00,https://farm5.staticflickr.com/4464/36790160714_1397547882_b.jpg,1507148401,1507148401,1507149692
31,36790382694,10044221@N08,https://farm5.staticflickr.com/4464/36790382694_7dae4fd513_b.jpg,1507149225,1507149225,1507149703
32,37469331162,21458540@N04,https://farm5.staticflickr.com/4466/37469331162_032874935d_b.jpg,1507149441,1507149441,1507149706
33,37452082306,155173062@N04,https://farm5.staticflickr.com/4437/37452082306_ee6debea89_b.jpg,1507147791,1507147791,1507149708
34,36831072623,99080427@N05,https://farm5.staticflickr.com/4494/36831072623_71f833e960_b.jpg,1507148679,1507148679,1507149710
35,37452527666,152152006@N08,https://farm5.staticflickr.com/4446/37452527666_c21835b429_b.jpg,1507149395,1507149395,1507149714
36,36830866053,26246402@N06,https://farm5.staticflickr.com/4514/36830866053_5648da6106_b.jpg,1507147745,1507147745,1507149718
37,37469256692,80023579@N02,https://farm5.staticflickr.com/4477/37469256692_80bb009144_b.jpg,1507149154,1507149154,1507149720
38,37242230280,150503650@N05,https://farm5.staticflickr.com/4334/37242230280_6371266bc6_b.jpg,1507149100,1507149100,1507149725
39,36831229103,154533776@N08,https://farm5.staticflickr.com/4495/36831229103_c13d258c04_b.jpg,1507149311,1507149311,1507149729
40,37452069816,141041832@N04,https://farm5.staticflickr.com/4417/37452069816_9c57c984c4_b.jpg,1507147760,1507147760,1507149733
41,36830940043,146766089@N08,https://farm5.staticflickr.com/4418/36830940043_cc49017a14_b.jpg,1507148101,1507148101,1507149738
42,37242239560,156263075@N04,https://farm5.staticflickr.com/4472/37242239560_a31aaf8c20_b.jpg,1507149125,1507149125,1507149740
43,37469030252,43059492@N06,https://farm5.staticflickr.com/4450/37469030252_601bb841fc_b.jpg,1507148222,1507148222,1507149743
44,36790320644,152034459@N08,https://farm5.staticflickr.com/4448/36790320644_5311beccb0_b.jpg,1507149022,1507149022,1507149746
45,36790281484,36521963361@N01,https://farm5.staticflickr.com/4471/36790281484_16a99df052_b.jpg,1507148880,1507148880,1507149748
46,36790470074,148602004@N08,https://farm5.staticflickr.com/4449/36790470074_9eb2321884_b.jpg,1507149494,1507149494,1507149756
47,37469001502,144902470@N04,https://farm5.staticflickr.com/4475/37469001502_f38f9ce124_b.jpg,1507148126,1507148126,1507149766
48,36790298184,158797900@N03,https://farm5.staticflickr.com/4467/36790298184_5475a7dcf7_b.jpg,1507148979,1507148979,1507149768
49,23647652398,124078680@N04,https://farm5.staticflickr.com/4481/23647652398_bb8a444109_b.jpg,1507148012,1507148012,1507149771
50,37452365446,133906253@N03,https://farm5.staticflickr.com/4484/37452365446_a4063f7abc_b.jpg,1507148793,1507148793,1507149776
51,37452079096,11008964@N00,https://farm5.staticflickr.com/4468/37452079096_9dc33dd1c8_b.jpg,1507147781,1507147781,1507149779
52,37452436976,154814696@N08,https://farm5.staticflickr.com/4509/37452436976_c6228a9705_b.jpg,1507149029,1507149029,1507149781
53,37452541756,97983507@N07,https://farm5.staticflickr.com/4487/37452541756_762d487703_b.jpg,1507149465,1507149465,1507149784
54,37500037971,153109785@N07,https://farm5.staticflickr.com/4506/37500037971_891217ef95_b.jpg,1507148017,1507148017,1507149806
55,36831115693,144574950@N02,https://farm5.staticflickr.com/4475/36831115693_65e05c306a_b.jpg,1507148824,1507148824,1507149809
56,36789994174,151942350@N07,https://farm5.staticflickr.com/4481/36789994174_730bb404cd_b.jpg,1507147814,1507147814,1507149814
57,37500227671,143913329@N04,https://farm5.staticflickr.com/4476/37500227671_f1f56140e4_b.jpg,1507148744,1507148744,1507149816
58,37469022972,146725776@N07,https://farm5.staticflickr.com/4499/37469022972_18afeb36c0_b.jpg,1507148196,1507148196,1507149820
59,37242193170,135800216@N07,https://farm5.staticflickr.com/4352/37242193170_d37cc73418_b.jpg,1507148971,1507148971,1507149825
60,37469309252,146162351@N02,https://farm5.staticflickr.com/4471/37469309252_0e8793105f_b.jpg,1507149295,1507149295,1507149841
61,23647729838,34485778@N06,https://farm5.staticflickr.com/4507/23647729838_c7704bb603_b.jpg,1507148336,1507148336,1507149845
62,36790356444,141034354@N03,https://farm5.staticflickr.com/4480/36790356444_34fe2162d0_b.jpg,1507149141,1507149141,1507149863
63,37469124342,152820474@N08,https://farm5.staticflickr.com/4477/37469124342_1114c572ce_b.jpg,1507148601,1507148601,1507149867
64,36790370494,154104438@N03,https://farm5.staticflickr.com/4447/36790370494_309dfb95db_b.jpg,1507149196,1507149196,1507149871
65,37468995022,144595143@N02,https://farm5.staticflickr.com/4456/37468995022_b4533c239c_b.jpg,1507148109,1507148109,1507149874
66,37242311330,93597480@N00,https://farm5.staticflickr.com/4444/37242311330_08396e9c13_b.jpg,1507149462,1507149462,1507149877
67,37469189792,154469241@N02,https://farm5.staticflickr.com/4379/37469189792_48b5b72c9b_b.jpg,1507148861,1507148861,1507149882
68,23647917718,9193508@N05,https://farm5.staticflickr.com/4470/23647917718_02e620f4f8_b.jpg,1507149046,1507149046,1507149886
69,37469299052,147161850@N05,https://farm5.staticflickr.com/4459/37469299052_d6070a0f11_b.jpg,1507149270,1507149270,1507149890
